"Ret.Time","Area","CAS","Compound","Quality"
7.691,184214727,"017596-96-2","Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester","91"
9.201,1978946,"027844-07-1","l-Alanine, N-(trimethylsilyl)-, trimethylsilyl ester","86"
9.727,14271439,"000190-16-9","Benzo[4,5]phenaleno[1,9-bc]thiophene $$ Anthra[2,1,9-cde]thianaphthene","74"
11.876,2443607,"018291-81-1","Phosphoric acid, bis(trimethylsilyl)monomethyl ester","95"
12.996,550870,"007364-44-5","L-Valine, N-(trimethylsilyl)-, trimethylsilyl ester","87"
14.516,4496739,"018297-63-7","Urea, N,N'-bis(trimethylsilyl)-","93"
14.748,121437110,"010497-05-9","Silanol, trimethyl-, phosphate (3:1)","98"
14.898,5417624,"006787-10-6","Glycerol, tris(trimethylsilyl) ether","91"
15.445,617731,"007483-92-3","L-Isoleucine, N-(trimethylsilyl)-,trimethylsilyl ester","80"
15.575,1672100,"007364-47-8","L-Proline, 1-(trimethylsilyl)-, trimethylsilyl ester","87"
15.782,5009232,"005630-82-0","Glycine, N,N-bis(trimethylsilyl)-,trimethylsilyl ester","83"
16.051,1037778,"040309-57-7","Butanedioic acid, bis(trimethylsilyl) ester","97"
16.543,408397,"998443-54-6","3-Chloro-4,5-dicyclohexyl-6-methylpyridazine","83"
17.034,755885,"010457-14-4","Pyrimidine, 2,4-bis[(trimethylsilyl)oxy]-","93"
18.089,596684,"007537-02-2","N,O,O-Tris(trimethylsilyl)-L-threonine","72"
18.838,326567,"1000283-53-6","2-(4'-Methoxyphenyl)-2-(3'-methyl-4'methoxyphenyl)propane","72"
20.864,1037981,"038166-11-9","Butanedioic acid, [(trimethylsilyl)oxy]-, bis(trimethylsilyl) ester","93"
21.284,2906438,"018547-29-0","Butane, 1,2,3,4-tetrakis[(trimethylsilyl)oxy]-","93"
21.672,1082190,"055268-53-6","L-Aspartic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester","90"
21.851,20676787,"030274-77-2","L-Proline, 5-oxo-1-(trimethylsilyl)-, trimethylsilyl ester","98"
22.128,1666336,"038191-88-7","2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)","83"
22.82,3759642,"055012-82-3","2-Propenoic acid, 3-phenyl-, trimethylsilyl ester, (E)-","99"
24.088,1761258,"015985-07-6","Glutamic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester, L-","93"
25.313,285920,"1000071-96-2","Fructose benzoyl oxime, pentakis(trimethylsilyl)-","87"
26.134,272471,"000035-23-4","Dulcitol, hexakis(trimethylsilyl)ether","76"
27.109,307793,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","70"
28.495,2190723,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","91"
29.364,21325681,"1000380-17-5","L-(-)-Sorbose, pentakis(trimethylsilyl) ether, methyloxime (syn)","91"
29.595,14092984,"1000380-19-0","D-(-)-Fructose, pentakis(trimethylsilyl) ether, methyloxime (syn)","91"
29.876,44287749,"128705-67-9","d-Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1Z)-","91"
30.25,7405243,"1000380-18-8","D-(+)-Talose, pentakis(trimethylsilyl) ether, methyloxime (anti)","91"
30.371,893142,"014199-80-5","Trimethylsilyl ether of glucitol","90"
30.528,5550368,"014199-80-5","Trimethylsilyl ether of glucitol","91"
32.924,255181,"1000333-19-8","cis-9-Hexadecenoic acid, trimethylsilyl ester","81"
33.341,10203935,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.605,16814524,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","91"
36.384,450737,"998553-23-8","(4b.alpha.,7a.beta.,11b.alpha.,15bbeta.)-7a,11b,15b-Trideuterio-5,6,7,7a,11b,15","78"
36.493,10176858,"1000333-56-0","11-trans-Octadecenoic acid, trimethylsilyl ester","99"
36.615,4052283,"309279-63-8","Phenol, 4-nitro-2-diphenylphosphino-","91"
36.978,12279679,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
39.578,1306305,"000103-23-1","Hexanedioic acid, bis(2-ethylhexyl) ester","96"
51.109,20692629,"001856-05-9","Cholesterol trimethylsilyl ether","99"
