"Ret.Time","Area","CAS","Compound","Quality"
7.716,231701700,"017596-96-2","Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester","91"
9.225,1143083,"1000283-84-5","N,N',O-Tris-(trimethylsilyl)-2-amino-6-methylaminohexanoic acid","72"
9.736,3287214,"055591-14-5","Piperazine, 1-methyl-4-(1,2,3,4-tetrahydro-3,7-dimethyl-2-naphthalenyl)-","92"
11.083,778598,"000141-63-9","Pentasiloxane, dodecamethyl-","91"
14.444,999292,"070125-39-2","Serine, bis(trimethylsilyl)-","76"
14.586,2745914,"018297-63-7","Urea, N,N'-bis(trimethylsilyl)-","98"
14.976,163607447,"010497-05-9","Silanol, trimethyl-, phosphate (3:1)","98"
15.549,3911003,"007536-82-5","l-Threonine, O-(trimethylsilyl)-,trimethylsilyl ester","83"
15.795,7097093,"005630-82-0","Glycine, N,N-bis(trimethylsilyl)-,trimethylsilyl ester","91"
16.07,1222880,"040309-57-7","Butanedioic acid, bis(trimethylsilyl) ester","94"
17.059,469927,"010457-14-4","Pyrimidine, 2,4-bis[(trimethylsilyl)oxy]-","93"
18.12,2477931,"998460-11-4","Bicyclo[2.2.1]heptane-2-acetic acid, .alpha.-oxo-exo-3-(2-oxo-1-phenylethenyl)-,","93"
20.877,809442,"038166-11-9","Butanedioic acid, [(trimethylsilyl)oxy]-, bis(trimethylsilyl) ester","91"
21.291,2423695,"018547-29-0","Butane, 1,2,3,4-tetrakis[(trimethylsilyl)oxy]-","90"
21.888,22150683,"213608-51-6","N,O-Bis-(trimethylsilyl)-2-pyrrolidone carboxylic acid","90"
22.141,1820163,"038191-88-7","2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)","86"
22.836,7169075,"055012-82-3","2-Propenoic acid, 3-phenyl-, trimethylsilyl ester, (E)-","99"
23.901,581995,"1000333-25-8","L-Asparagine, N2-trimethylsilyl-,trimethylsilyl ester","80"
26.142,456779,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","80"
27.124,606615,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","93"
27.319,1852577,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","94"
28.508,4717126,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","93"
29.115,1152063,"003111-37-3","3-Bromo-5-ethoxy-4-hydroxybenzaldehyde","70"
29.371,22998849,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","93"
29.604,15518063,"1000380-17-5","L-(-)-Sorbose, pentakis(trimethylsilyl) ether, methyloxime (syn)","91"
29.883,30222948,"1000380-18-7","D-(+)-Talose, pentakis(trimethylsilyl) ether, methyloxime (syn)","91"
30.257,4706634,"128705-67-9","d-Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1Z)-","91"
30.535,6518595,"014199-80-5","Trimethylsilyl ether of glucitol","92"
31.015,210260,"003111-37-3","3-Bromo-5-ethoxy-4-hydroxybenzaldehyde","83"
33.351,12986843,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.615,61542628,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","90"
36.506,8326702,"1000333-56-0","11-trans-Octadecenoic acid, trimethylsilyl ester","99"
36.627,1586866,"021556-26-3","Oleic acid, trimethylsilyl ester","89"
36.991,10867971,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
39.594,4466842,"000103-23-1","Hexanedioic acid, bis(2-ethylhexyl) ester","95"
40.372,3507976,"010457-16-6","Uridine, 2',3',5'-tris-O-(trimethylsilyl)-","98"
43.39,2225482,"1000380-10-3","D-Lactose, octakis(trimethylsilyl)ether, methyloxime (isomer 1)","93"
51.125,30313916,"001856-05-9","Cholesterol trimethylsilyl ether","99"
