"Ret.Time","Area","CAS","Compound","Quality"
7.681,145274049,"017596-96-2","Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester","91"
9.896,757969,"017165-52-5","1-Trimethylsiloxy-2-trimethylsilylaminoethane","80"
11.067,725959,"000141-63-9","Pentasiloxane, dodecamethyl-","91"
12.982,717230,"007364-44-5","L-Valine, N-(trimethylsilyl)-, trimethylsilyl ester","80"
14.485,5583463,"018297-63-7","Urea, N,N'-bis(trimethylsilyl)-","91"
14.693,77708560,"010497-05-9","Silanol, trimethyl-, phosphate (3:1)","98"
14.885,4908383,"006787-10-6","Glycerol, tris(trimethylsilyl) ether","87"
15.427,1281738,"007483-92-3","L-Isoleucine, N-(trimethylsilyl)-,trimethylsilyl ester","83"
15.56,2291812,"998348-79-6","PROLINE 2TMS","78"
15.766,6974575,"005630-82-0","Glycine, N,N-bis(trimethylsilyl)-,trimethylsilyl ester","91"
17.02,393416,"010457-14-4","Pyrimidine, 2,4-bis[(trimethylsilyl)oxy]-","92"
17.364,606098,"064625-17-8","Serine, N,O-bis(trimethylsilyl)-,trimethylsilyl ester","86"
18.073,1057215,"064569-35-3","N,O,O'-Tris-(trimethylsilyl)threonine","94"
20.846,741239,"038166-11-9","Butanedioic acid, [(trimethylsilyl)oxy]-, bis(trimethylsilyl) ester","91"
21.271,2565860,"032381-52-5","Threitol, 1,2,3,4-tetrakis-O-(trimethylsilyl)-, D-","81"
21.65,1349075,"055268-53-6","L-Aspartic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester","93"
21.825,20415923,"030274-77-2","L-Proline, 5-oxo-1-(trimethylsilyl)-, trimethylsilyl ester","97"
22.112,1412961,"038191-88-7","2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)","78"
22.795,5078682,"055012-82-3","2-Propenoic acid, 3-phenyl-, trimethylsilyl ester, (E)-","99"
23.078,338677,"104255-75-6","Undecanoic acid, tert-butyldimethylsilyl ester","72"
23.98,5917080,"000084-66-2","Diethyl Phthalate","98"
24.068,8546668,"015985-07-6","Glutamic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester, L-","99"
26.118,276817,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","86"
27.228,366323,"007401-63-0","11-Oxo-17,O-didehydro-9-thiocyanato-testosterone","70"
28.159,489880,"998451-09-6","10-(Methylthio)-5,6-dihydro-9H-benzo[h]pyrimido[4,5-b]quinolin-8-one","72"
28.477,2361998,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","94"
29.348,16478316,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","93"
29.579,12081108,"1000380-38-8","D-(+)-Xylose, tetrakis(trimethylsilyl) ether, trimethylsilyloxime (isomer 1)","91"
29.858,38893716,"130405-10-6","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
29.974,333743,"1000360-48-1","Phthalic acid, isobutyl trans-hex-3-enyl ester","83"
30.232,7081939,"1000380-18-8","D-(+)-Talose, pentakis(trimethylsilyl) ether, methyloxime (anti)","91"
30.512,4126770,"128705-71-5","d-Galactose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme,(1Z)-","91"
32.328,255054,"003111-37-3","3-Bromo-5-ethoxy-4-hydroxybenzaldehyde","74"
32.789,279588,"000000-00-0","PALMITELAIDIC ACID 1TMS","72"
33.315,17665207,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.588,18811616,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","87"
36.467,14632248,"021556-26-3","Oleic acid, trimethylsilyl ester","99"
36.592,5919867,"021556-26-3","Oleic acid, trimethylsilyl ester","99"
36.954,17505847,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
39.068,599874,"021127-95-7","Borazine, 2-methyl-","78"
39.452,875405,"016133-78-1","1-(pent-4'-enyl)cyclopentene $$ 1-Pentene, 5-(1-cyclopenten-1-yl)- (CAS)","72"
39.554,2205728,"000103-23-1","Hexanedioic acid, bis(2-ethylhexyl) ester","87"
39.868,1111449,"998621-05-4","1-ethylamino-2-(3,4-dimethoxyphenyl)-6,7-dimethoxynaphthalene","72"
42.686,669590,"1000380-10-1","Maltose, octakis(trimethylsilyl) ether, methyloxime (isomer 1)","76"
42.995,416551,"000629-92-5","Nonadecane","70"
51.075,8748475,"001856-05-9","Cholesterol trimethylsilyl ether","97"
