"Ret.Time","Area","CAS","Compound","Quality"
7.821,6447971,"041571-88-4","Pyridine, 3-trimethylsiloxy-","72"
8.4,2239648269,"017596-96-2","Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester","91"
8.867,2343423,"033581-77-0","Acetic acid, [(trimethylsilyl)oxy]-, trimethylsilyl ester","91"
8.994,347296,"058620-77-2","7-CHLORO-3'-METHYL-1'-PHENYLSPIRO(INDOLINE-2,4'-(2)PYRAZOLINE)-5'-ON","74"
9.649,41505334,"027844-07-1","l-Alanine, N-(trimethylsilyl)-, trimethylsilyl ester","94"
9.97,301682,"055493-95-3","Butanoic acid, 2-(methoxyimino)-3-methyl-, trimethylsilyl ester","81"
11.384,13709541,"000141-63-9","Pentasiloxane, dodecamethyl-","95"
11.862,3025068,"139313-70-5","4H,8H-4-(Dicyanomethylene)benzo[1,2-c:4,5-c']bis[1,2,5]thiadiazole","90"
12.928,2446174,"1000332-24-2","2-Keto-3-methylvaleric acid mo-tmspk2","91"
13.196,9014075,"007364-44-5","L-Valine, N-(trimethylsilyl)-, trimethylsilyl ester","87"
13.374,7269878,"1000332-23-4","2-Ketoisocaproic acid mo-tms","81"
13.726,228048,"005957-33-5","Naphthalene, decahydro-1,1,4a-trimethyl-6-methylene-5-(3-methyl-2,4-pentadienyl)-, [4aS-(4a.alpha.,5.alpha.,8a.beta.)]-","87"
14.309,1320749,"998420-95-6","1,2-Dihydro-1,4-dimethyl-6-(methylthio)-2-phenyl-3H-indazol-3-one","90"
14.558,11588999,"998252-88-1","Dibenzo[b,f][1,4]oxazepin-11(10H)-one, 8-methyl-","91"
14.793,198779975,"018297-63-7","Urea, N,N'-bis(trimethylsilyl)-","94"
14.937,1191070358,"010497-05-9","Silanol, trimethyl-, phosphate (3:1)","98"
15.148,15845426,"010497-05-9","Silanol, trimethyl-, phosphate (3:1)","97"
15.549,28714135,"007483-92-3","L-Isoleucine, N-(trimethylsilyl)-,trimethylsilyl ester","90"
15.688,38084248,"007364-47-8","L-Proline, 1-(trimethylsilyl)-, trimethylsilyl ester","91"
15.886,132474178,"005630-82-0","Glycine, N,N-bis(trimethylsilyl)-,trimethylsilyl ester","91"
16.131,14461924,"040309-57-7","Butanedioic acid, bis(trimethylsilyl) ester","98"
16.805,207235,"040918-49-8","1,4-Benzodiazepin-2(1H,3H)-one, 7-chloro-5-phenyl-3-propyl-","90"
17.087,2113489,"010457-14-4","Pyrimidine, 2,4-bis[(trimethylsilyl)oxy]-","93"
17.428,3336900,"064625-17-8","Serine, N,O-bis(trimethylsilyl)-,trimethylsilyl ester","83"
17.591,1209494,"082326-11-2","Nonanoic acid, trimethylsilyl este","89"
18.06,14011325,"072785-19-4","6-Oxo-3-methoxy-N-methyl-4,5,7,8-diepoxymorphine","90"
18.12,19094944,"007537-02-2","N,O,O-Tris(trimethylsilyl)-L-threonine","91"
18.354,415944,"998603-26-9","4-Ethyl-2,5',6-Trimethyl-4,8-dihydro-4,8[3',2']thiophenobenzo[1,2-b:5,4-b']dithi","74"
18.791,1124579,"998276-82-2","(Z)-1,2-Difluoro-3,3-dimethyl-1-(triethylsilyl)-1-butene","83"
19.24,8143199,"055255-77-1","beta.-Alanine, N,N-bis(trimethylsilyl)-, trimethylsilyl ester","93"
19.85,2301671,"119091-75-7","2-Anilino-4-benzoyl-5-(methylthio)thiophene-3-carbonitrile","72"
20.114,9694386,"064414-61-5","Azacyclotridecan-2-one, 1-(3-aminopropyl)- (CAS)","91"
20.392,6914160,"1000079-52-5","Aminomalonic acid, tris(trimethylsilyl)-","90"
20.602,8754990,"070125-41-6","Trimethylsiloxy(trimethylsilyl)proline","90"
20.87,5679129,"038166-11-9","Butanedioic acid, [(trimethylsilyl)oxy]-, bis(trimethylsilyl) ester","98"
21.451,5205354,"1000374-74-5","Niacinamide, N-trimethylsilyl-","76"
21.677,10788098,"055268-53-6","L-Aspartic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester","98"
21.868,222545180,"030274-77-2","L-Proline, 5-oxo-1-(trimethylsilyl)-, trimethylsilyl ester","93"
22.133,13734260,"038191-88-7","2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)","91"
22.596,14320116,"1000153-02-1","Cytein, N,N-bis(trimethylsilyl)-,trimethylsilyl ester","70"
22.826,119306390,"055012-82-3","2-Propenoic acid, 3-phenyl-, trimethylsilyl ester, (E)-","99"
23.098,3720796,"006221-88-1","Silane, (dodecyloxy)trimethyl-","96"
