"Ret.Time","Area","CAS","Compound","Quality"
7.368,2299077,"065737-44-2","2-(2-Methyl-propenyl)-cyclohexanone $$ 2-(2-Methyl-1-propenyl)cyclohexanone #","70"
7.898,785789382,"017596-96-2","Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester","91"
8.464,697087,"033581-77-0","Acetic acid, [(trimethylsilyl)oxy]-, trimethylsilyl ester","78"
8.991,1515668,"007480-78-6","L-Valine, trimethylsilyl ester","78"
9.326,3276918,"027844-07-1","l-Alanine, N-(trimethylsilyl)-, trimethylsilyl ester","87"
10.66,89826806,"000000-00-0","N,O,O-tri(trimethylsilyl)-1-c(13)-N-carboxy-glycine","93"
11.157,2604603,"000141-63-9","Pentasiloxane, dodecamethyl-","94"
12.787,541556,"1000332-24-2","2-Keto-3-methylvaleric acid mo-tmspk2","72"
13.255,2396380,"1000332-23-4","2-Ketoisocaproic acid mo-tms","90"
14.208,296727,"998422-81-6","(4aS,10aS)-1,2,3,4,4a,9,10,10a-Octahydro-6-hydroxy-7-isopropenyl-1,1,4a-triimeth","94"
14.626,28849001,"018297-63-7","Urea, N,N'-bis(trimethylsilyl)-","96"
14.825,1648192,"007364-46-7","L-Leucine, N-(trimethylsilyl)-, trimethylsilyl ester","83"
14.949,387826019,"010497-05-9","Silanol, trimethyl-, phosphate (3:1)","98"
15.48,4321549,"007483-92-3","L-Isoleucine, N-(trimethylsilyl)-,trimethylsilyl ester","83"
15.615,7971355,"007364-47-8","L-Proline, 1-(trimethylsilyl)-, trimethylsilyl ester","91"
15.816,28426682,"005630-82-0","Glycine, N,N-bis(trimethylsilyl)-,trimethylsilyl ester","91"
16.084,4165260,"040309-57-7","Butanedioic acid, bis(trimethylsilyl) ester","95"
16.568,1297336,"038191-87-6","Propanoic acid, 2,3-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester(CAS)","70"
17.066,1050990,"010457-14-4","Pyrimidine, 2,4-bis[(trimethylsilyl)oxy]-","97"
17.408,601481,"064625-17-8","Serine, N,O-bis(trimethylsilyl)-,trimethylsilyl ester","72"
17.572,372458,"082326-11-2","Nonanoic acid, trimethylsilyl este","72"
18.108,18237456,"998460-11-4","Bicyclo[2.2.1]heptane-2-acetic acid, .alpha.-oxo-exo-3-(2-oxo-1-phenylethenyl)-,","90"
18.867,361905,"998383-39-0","1-Phenyl-1-(1'-naphthyl)-3-methylbuta-1,2-diene","72"
19.238,2778626,"055255-77-1","beta.-Alanine, N,N-bis(trimethylsilyl)-, trimethylsilyl ester","97"
20.875,3234527,"038166-11-9","Butanedioic acid, [(trimethylsilyl)oxy]-, bis(trimethylsilyl) ester","99"
21.29,12602447,"018547-29-0","Butane, 1,2,3,4-tetrakis[(trimethylsilyl)oxy]-","94"
21.486,2462378,"1000374-74-5","Niacinamide, N-trimethylsilyl-","70"
21.683,4669484,"015985-05-4","N,O,O'-tris-(trimethylsilyl)aspartic acid","94"
21.881,75427082,"030274-77-2","L-Proline, 5-oxo-1-(trimethylsilyl)-, trimethylsilyl ester","98"
22.14,5563813,"1000352-53-3","L-Threonic acid, tris(trimethylsilyl) ether, trimethylsilyl ester","76"
22.606,2903282,"1000153-02-1","Cytein, N,N-bis(trimethylsilyl)-,trimethylsilyl ester","78"
22.831,23329748,"055012-82-3","2-Propenoic acid, 3-phenyl-, trimethylsilyl ester, (E)-","99"
23.893,6792260,"1000333-25-8","L-Asparagine, N2-trimethylsilyl-,trimethylsilyl ester","93"
24.099,8742696,"1000268-72-3","Buta-1,3-diyne, 1,4-bis(2-methoxycarbonylcyclopropyl)-","92"
25.324,1099040,"1000380-18-6","D-(-)-Lyxose, tetrakis(trimethylsilyl) ether, methyloxime (syn)","94"
25.462,428091,"055649-62-2","L-Asparagine, N,N2-bis(trimethylsilyl)-, trimethylsilyl ester","74"
26.135,1246332,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","93"
26.239,581172,"000035-23-4","Dulcitol, hexakis(trimethylsilyl)ether","87"
26.669,1358127,"1000141-25-1","Cadaverine tri-TMS","72"
27.116,1512525,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","97"
27.303,7902887,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","93"
28.502,14403202,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","93"
29.369,90955562,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","93"
29.6,64601465,"1000380-17-5","L-(-)-Sorbose, pentakis(trimethylsilyl) ether, methyloxime (syn)","91"
29.882,154317881,"130405-10-6","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
30.253,29473032,"1000380-19-8","D-Allose, pentakis(trimethylsilyl)ether, methyloxime (anti)","91"
